"Season","Game_ID","Game_Date","Team","Location","Wins_Entering_Gm","Losses_Entering_Gm","Team_Minutes","Final_Score","Lead_Changes","Ties","Largest_Lead","Full_Timeouts","Short_Timeouts","Qtr_4_Score","L2M_Score","Weekday"
"2017-18",21700044,2017-10-23,"CHA","A",1,1,240,94,7,7,10,5,0,77,94,1
"2017-18",21700045,2017-10-23,"DAL","H",0,3,240,103,0,1,0,7,0,84,96,1
"2017-18",21700045,2017-10-23,"GSW","A",1,2,240,133,0,0,31,5,0,99,121,1
"2017-18",21700046,2017-10-23,"SAS","H",2,0,240,101,11,7,10,4,0,75,94,1
"2017-18",21700046,2017-10-23,"TOR","A",2,0,240,97,11,10,6,7,0,74,87,1
"2017-18",21700047,2017-10-23,"DEN","H",1,1,240,104,6,1,8,7,0,77,95,1
"2017-18",21700047,2017-10-23,"WAS","A",2,0,240,109,7,6,8,5,0,78,100,1
"2017-18",21700048,2017-10-23,"PHX","H",0,3,240,117,1,1,22,6,0,87,109,1
"2017-18",21700048,2017-10-23,"SAC","A",1,2,240,115,0,1,2,6,0,76,104,1
"2017-18",21700049,2017-10-24,"CLE","H",2,1,240,119,2,1,11,5,0,91,116,2
"2017-18",21700049,2017-10-24,"CHI","A",0,2,240,112,1,0,14,6,0,92,110,2
"2017-18",21700050,2017-10-24,"BKN","A",2,1,240,121,4,7,12,7,0,96,114,2
"2017-18",21700050,2017-10-24,"ORL","H",2,1,240,125,5,4,6,5,0,87,116,2
"2017-18",21700051,2017-10-24,"BOS","H",1,2,240,110,3,2,25,4,0,77,105,2
"2017-18",21700051,2017-10-24,"NYK","A",0,2,240,89,2,2,2,4,0,60,81,2
"2017-18",21700052,2017-10-24,"MIN","H",2,1,240,107,5,5,5,6,0,84,103,2
"2017-18",21700052,2017-10-24,"IND","A",1,2,240,130,5,6,25,5,0,98,124,2
"2017-18",21700053,2017-10-24,"NOP","A",1,2,240,93,7,10,5,6,0,73,93,2
"2017-18",21700053,2017-10-24,"POR","H",2,1,240,103,7,4,13,4,0,71,96,2
"2017-18",21700054,2017-10-24,"LAC","H",2,0,240,102,5,4,21,5,0,75,95,2
"2017-18",21700054,2017-10-24,"UTA","A",2,1,240,84,4,2,4,5,0,56,84,2
"2017-18",21700055,2017-10-25,"DEN","A",1,2,240,93,1,1,4,7,0,68,86,3
"2017-18",21700055,2017-10-25,"CHA","H",1,2,240,110,1,0,27,4,0,85,110,3
"2017-18",21700056,2017-10-25,"MIN","A",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700056,2017-10-25,"DET","H",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700057,2017-10-25,"HOU","A",3,1,240,105,2,0,5,7,0,79,96,3
"2017-18",21700057,2017-10-25,"PHI","H",1,3,240,104,1,2,11,5,0,80,104,3
"2017-18",21700058,2017-10-25,"CLE","A",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700058,2017-10-25,"BKN","H",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700059,2017-10-25,"MIA","H",2,1,240,100,2,2,3,5,0,73,97,3
"2017-18",21700059,2017-10-25,"SAS","A",3,0,240,117,2,4,20,5,0,88,109,3
"2017-18",21700060,2017-10-25,"IND","A",2,2,240,96,3,2,3,5,0,74,93,3
"2017-18",21700060,2017-10-25,"OKC","H",1,2,240,114,4,2,20,5,0,86,110,3
"2017-18",21700061,2017-10-25,"DAL","H",0,4,240,103,1,0,19,5,0,79,98,3
"2017-18",21700061,2017-10-25,"MEM","A",3,0,240,94,1,1,1,6,0,72,92,3
"2017-18",21700062,2017-10-25,"PHX","H",1,3,240,97,0,0,18,4,0,71,89,3
"2017-18",21700062,2017-10-25,"UTA","A",2,2,240,88,0,1,0,6,0,59,81,3
"2017-18",21700063,2017-10-25,"GSW","H",2,2,240,117,5,5,14,4,0,91,107,3
"2017-18",21700063,2017-10-25,"TOR","A",2,1,240,112,4,3,5,7,0,86,112,3
"2017-18",21700064,2017-10-25,"LAL","H",1,2,265,102,3,5,8,8,0,69,85,3
"2017-18",21700064,2017-10-25,"WAS","A",3,0,265,99,3,3,10,8,0,79,89,3
"2017-18",21700065,2017-10-26,"ATL","A",1,3,240,86,7,1,7,6,0,59,83,4
"2017-18",21700065,2017-10-26,"CHI","H",0,3,240,91,8,3,9,5,0,65,85,4
"2017-18",21700066,2017-10-26,"DAL","A",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700066,2017-10-26,"MEM","H",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700067,2017-10-26,"BOS","A",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700067,2017-10-26,"MIL","H",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700068,2017-10-26,"LAC","A",3,0,240,104,9,3,10,6,0,80,99,4
"2017-18",21700068,2017-10-26,"POR","H",3,1,240,103,8,4,3,4,0,79,98,4
"2017-18",21700069,2017-10-26,"NOP","A",1,3,240,114,4,1,8,5,0,88,108,4
"2017-18",21700069,2017-10-26,"SAC","H",1,3,240,106,4,4,19,5,0,87,106,4
"2017-18",21700070,2017-10-27,"HOU","A",4,1,240,109,2,2,16,4,0,78,104,5
"2017-18",21700070,2017-10-27,"CHA","H",2,2,240,93,1,0,8,6,0,74,89,5
"2017-18",21700071,2017-10-27,"ORL","H",3,1,240,114,1,1,36,4,0,95,110,5
"2017-18",21700071,2017-10-27,"SAS","A",4,0,240,87,1,2,2,4,0,64,80,5
"2017-18",21700072,2017-10-27,"ATL","H",1,4,240,100,10,11,2,6,0,71,92,5
"2017-18",21700072,2017-10-27,"DEN","A",1,3,240,105,11,3,8,6,0,75,97,5
"2017-18",21700073,2017-10-27,"BKN","A",3,2,240,86,5,2,10,5,0,66,84,5
"2017-18",21700073,2017-10-27,"NYK","H",0,3,240,107,5,2,23,4,0,83,103,5
"2017-18",21700074,2017-10-27,"MIN","H",2,3,240,119,16,5,6,7,0,90,114,5
"2017-18",21700074,2017-10-27,"OKC","A",2,2,240,116,15,10,11,7,0,89,112,5
"2017-18",21700075,2017-10-27,"GSW","H",3,2,240,120,5,3,7,6,0,87,116,5
"2017-18",21700075,2017-10-27,"WAS","A",3,1,240,117,5,3,18,6,0,97,109,5
"2017-18",21700076,2017-10-27,"LAL","H",2,2,240,92,8,2,17,6,0,71,85,5
"2017-18",21700076,2017-10-27,"TOR","A",2,2,240,101,8,2,11,5,0,72,94,5
"2017-18",21700077,2017-10-28,"CLE","A",3,2,240,101,2,3,3,5,0,83,98,6
"2017-18",21700077,2017-10-28,"NOP","H",2,3,240,123,2,0,23,4,0,89,117,6
"2017-18",21700078,2017-10-28,"BOS","A",3,2,240,96,2,3,11,5,0,74,88,6
"2017-18",21700078,2017-10-28,"MIA","H",2,2,240,90,1,2,5,7,0,63,84,6
"2017-18",21700079,2017-10-28,"CHI","H",1,3,240,69,0,0,0,5,0,53,69,6
"2017-18",21700079,2017-10-28,"OKC","A",2,3,240,101,0,0,32,4,0,82,94,6
"2017-18",21700080,2017-10-28,"HOU","A",5,1,240,89,4,0,10,5,0,72,81,6
"2017-18",21700080,2017-10-28,"MEM","H",4,1,240,103,5,1,19,4,0,81,98,6
"2017-18",21700081,2017-10-28,"DAL","H",1,5,240,110,6,5,3,7,0,78,104,6
"2017-18",21700081,2017-10-28,"PHI","A",1,4,240,112,6,5,13,5,0,89,109,6
"2017-18",21700082,2017-10-28,"LAL","A",2,3,240,81,0,1,0,6,0,64,79,6
"2017-18",21700082,2017-10-28,"UTA","H",2,3,240,96,0,0,15,6,0,75,88,6
"2017-18",21700083,2017-10-28,"PHX","A",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700083,2017-10-28,"POR","H",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"2017-18",21700084,2017-10-28,"LAC","H",4,0,240,87,2,2,13,7,0,72,84,6
"2017-18",21700084,2017-10-28,"DET","A",3,2,240,95,3,2,8,4,0,67,92,6
"2017-18",21700085,2017-10-29,"ATL","H",1,5,240,106,0,0,0,7,0,73,98,7
"2017-18",21700085,2017-10-29,"MIL","A",3,2,240,117,0,0,23,1,0,92,113,7
"2017-18",21700086,2017-10-29,"IND","H",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700086,2017-10-29,"SAS","A",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700087,2017-10-29,"DEN","A",2,3,240,124,2,2,26,5,0,100,124,7
"2017-18",21700087,2017-10-29,"BKN","H",3,3,240,111,2,3,14,6,0,84,107,7
"2017-18",21700088,2017-10-29,"ORL","A",4,1,240,113,2,4,3,6,0,86,105,7
"2017-18",21700088,2017-10-29,"CHA","H",2,3,240,120,3,0,16,4,0,93,114,7
"2017-18",21700089,2017-10-29,"SAC","H",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700089,2017-10-29,"WAS","A",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700090,2017-10-29,"CLE","H",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700090,2017-10-29,"NYK","A",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"2017-18",21700091,2017-10-29,"GSW","H",4,2,240,107,1,0,14,6,0,81,105,7
"2017-18",21700091,2017-10-29,"DET","A",4,2,240,115,2,2,13,4,0,82,108,7
"2017-18",21700092,2017-10-30,"BOS","H",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700092,2017-10-30,"SAS","A",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700093,2017-10-30,"MIA","H",2,3,265,122,4,4,13,9,0,82,101,1
"2017-18",21700093,2017-10-30,"MIN","A",3,3,265,125,5,4,7,8,0,79,106,1
"2017-18",21700094,2017-10-30,"DEN","A",3,3,240,110,1,2,2,7,0,81,102,1
"2017-18",21700094,2017-10-30,"NYK","H",2,3,240,116,1,2,23,6,0,84,108,1
"2017-18",21700095,2017-10-30,"HOU","H",5,2,240,107,0,1,0,6,0,80,105,1
"2017-18",21700095,2017-10-30,"PHI","A",2,4,240,115,0,0,14,5,0,92,110,1
"2017-18",21700096,2017-10-30,"MEM","H",5,1,240,99,5,4,13,7,0,82,93,1
"2017-18",21700096,2017-10-30,"CHA","A",3,3,240,104,5,8,6,3,0,73,97,1
"2017-18",21700097,2017-10-30,"NOP","H",3,3,240,99,4,6,5,5,0,84,95,1
"2017-18",21700097,2017-10-30,"ORL","A",4,2,240,115,4,2,17,5,0,87,111,1
"2017-18",21700098,2017-10-30,"DAL","A",1,6,240,89,1,1,14,7,0,68,84,1
"2017-18",21700098,2017-10-30,"UTA","H",3,3,240,104,1,0,17,5,0,76,100,1
"2017-18",21700099,2017-10-30,"POR","H",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700099,2017-10-30,"TOR","A",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2017-18",21700100,2017-10-30,"GSW","A",4,3,240,141,2,1,29,6,0,107,134,1
"2017-18",21700100,2017-10-30,"LAC","H",4,1,240,113,1,3,5,3,0,86,110,1
"2017-18",21700101,2017-10-31,"IND","H",3,3,240,101,0,0,28,4,0,69,93,2
"2017-18",21700101,2017-10-31,"SAC","A",1,5,240,83,0,0,0,6,0,48,76,2
"2017-18",21700102,2017-10-31,"BKN","H",3,4,240,114,4,2,8,7,0,88,108,2
"2017-18",21700102,2017-10-31,"PHX","A",2,4,240,122,4,1,18,5,0,87,116,2
"2017-18",21700103,2017-10-31,"MIL","H",4,2,240,91,0,0,4,4,0,64,86,2
"2017-18",21700103,2017-10-31,"OKC","A",3,3,240,110,1,2,28,5,0,85,106,2
"2017-18",21700104,2017-10-31,"LAL","H",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700104,2017-10-31,"DET","A",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700105,2017-11-01,"MIL","A",4,3,240,121,4,3,10,6,0,88,109,3
"2017-18",21700105,2017-11-01,"CHA","H",4,3,240,126,5,4,15,6,0,88,120,3
"2017-18",21700106,2017-11-01,"CLE","H",3,4,240,107,4,4,4,7,0,85,105,3
"2017-18",21700106,2017-11-01,"IND","A",4,3,240,124,5,4,17,5,0,92,116,3
"2017-18",21700107,2017-11-01,"ATL","A",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700107,2017-11-01,"PHI","H",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700108,2017-11-01,"PHX","A",3,4,240,122,4,3,8,4,0,87,114,3
"2017-18",21700108,2017-11-01,"WAS","H",4,2,240,116,3,1,22,6,0,90,110,3
"2017-18",21700109,2017-11-01,"BOS","H",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700109,2017-11-01,"SAC","A",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700110,2017-11-01,"CHI","A",1,4,240,91,1,4,6,7,0,64,75,3
"2017-18",21700110,2017-11-01,"MIA","H",2,4,240,97,2,2,15,5,0,67,89,3
"2017-18",21700111,2017-11-01,"HOU","A",5,3,240,119,2,3,29,4,0,100,115,3
"2017-18",21700111,2017-11-01,"NYK","H",3,3,240,97,2,0,8,4,0,74,95,3
"2017-18",21700112,2017-11-01,"ORL","A",5,2,240,101,4,2,11,6,0,81,97,3
"2017-18",21700112,2017-11-01,"MEM","H",5,2,240,99,4,2,11,6,0,75,95,3
"2017-18",21700113,2017-11-01,"NOP","H",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700113,2017-11-01,"MIN","A",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700114,2017-11-01,"DEN","H",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700114,2017-11-01,"TOR","A",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700115,2017-11-01,"POR","A",4,3,265,103,8,5,8,8,0,69,92,3
"2017-18",21700115,2017-11-01,"UTA","H",4,3,265,112,9,9,9,6,0,64,89,3
"2017-18",21700116,2017-11-01,"DAL","A",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700116,2017-11-01,"LAC","H",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700117,2017-11-02,"GSW","A",5,3,240,112,1,1,21,5,0,84,108,4
"2017-18",21700117,2017-11-02,"SAS","H",4,3,240,92,0,2,19,5,0,78,91,4
"2017-18",21700118,2017-11-02,"LAL","A",3,4,240,110,5,10,6,7,0,85,105,4
"2017-18",21700118,2017-11-02,"POR","H",4,4,240,113,5,3,18,6,0,87,104,4
"2017-18",21700119,2017-11-03,"MIL","A",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700119,2017-11-03,"DET","H",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700120,2017-11-03,"CHI","A",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700120,2017-11-03,"ORL","H",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700121,2017-11-03,"IND","A",5,3,240,110,5,6,9,7,0,89,110,5
"2017-18",21700121,2017-11-03,"PHI","H",4,4,240,121,6,6,11,6,0,92,113,5
"2017-18",21700122,2017-11-03,"CLE","A",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700122,2017-11-03,"WAS","H",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700123,2017-11-03,"ATL","H",1,7,240,104,0,0,2,6,0,76,99,5
"2017-18",21700123,2017-11-03,"HOU","A",6,3,240,119,1,0,30,2,0,97,119,5
"2017-18",21700124,2017-11-03,"NYK","H",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700124,2017-11-03,"PHX","A",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700125,2017-11-03,"NOP","A",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700125,2017-11-03,"DAL","H",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700126,2017-11-03,"SAS","H",4,4,240,108,4,2,13,6,0,80,103,5
"2017-18",21700126,2017-11-03,"CHA","A",5,3,240,101,3,3,6,5,0,71,92,5
"2017-18",21700127,2017-11-03,"DEN","H",4,4,240,95,4,5,9,7,0,76,89,5
"2017-18",21700127,2017-11-03,"MIA","A",3,4,240,94,3,1,9,8,0,71,91,5
"2017-18",21700128,2017-11-03,"TOR","A",4,3,240,109,7,6,15,4,0,89,107,5
"2017-18",21700128,2017-11-03,"UTA","H",5,3,240,100,7,6,3,5,0,82,95,5
"2017-18",21700129,2017-11-03,"BOS","A",6,2,240,101,1,4,7,5,0,67,92,5
"2017-18",21700129,2017-11-03,"OKC","H",4,3,240,94,1,0,18,7,0,71,89,5
"2017-18",21700130,2017-11-03,"LAL","H",3,5,240,124,1,0,16,6,0,95,118,5
"2017-18",21700130,2017-11-03,"BKN","A",3,5,240,112,1,3,1,7,0,84,109,5
"2017-18",21700131,2017-11-04,"LAC","H",5,2,240,104,3,6,1,5,0,80,96,6
"2017-18",21700131,2017-11-04,"MEM","A",5,3,240,113,3,0,12,5,0,87,106,6
"2017-18",21700132,2017-11-04,"SAC","A",1,7,240,99,2,4,1,5,0,74,91,6
"2017-18",21700132,2017-11-04,"DET","H",6,3,240,108,2,1,15,3,0,85,103,6
"2017-18",21700133,2017-11-04,"NOP","A",4,5,265,96,6,6,8,6,0,57,81,6
"2017-18",21700133,2017-11-04,"CHI","H",2,5,265,90,5,6,9,8,0,64,83,6
"2017-18",21700134,2017-11-04,"DAL","A",1,9,240,99,0,1,2,6,0,69,92,6
"2017-18",21700134,2017-11-04,"MIN","H",5,3,240,112,1,1,28,4,0,93,108,6
"2017-18",21700135,2017-11-04,"DEN","H",5,4,240,108,4,2,6,6,0,76,101,6
"2017-18",21700135,2017-11-04,"GSW","A",6,3,240,127,4,1,29,5,0,103,125,6
"2017-18",21700136,2017-11-05,"ATL","A",1,8,240,117,1,1,16,7,0,91,112,7
"2017-18",21700136,2017-11-05,"CLE","H",4,5,240,115,0,0,3,7,0,78,103,7
"2017-18",21700137,2017-11-05,"LAC","H",5,3,240,101,2,3,2,7,0,66,95,7
"2017-18",21700137,2017-11-05,"MIA","A",3,5,240,104,3,2,25,7,0,89,96,7
"2017-18",21700138,2017-11-05,"BOS","A",7,2,240,104,4,2,23,3,0,77,102,7
"2017-18",21700138,2017-11-05,"ORL","H",6,3,240,88,4,3,4,6,0,69,80,7
"2017-18",21700139,2017-11-05,"TOR","H",5,3,240,96,0,0,0,6,0,76,92,7
"2017-18",21700139,2017-11-05,"WAS","A",4,4,240,107,0,0,19,4,0,84,103,7
"2017-18",21700140,2017-11-05,"HOU","H",7,3,240,137,1,1,32,5,0,115,133,7
"2017-18",21700140,2017-11-05,"UTA","A",5,4,240,110,0,0,8,4,0,85,104,7
"2017-18",21700141,2017-11-05,"PHX","A",4,5,240,95,5,2,4,5,0,68,90,7
"2017-18",21700141,2017-11-05,"SAS","H",5,4,240,112,5,3,27,3,0,85,110,7
"2017-18",21700142,2017-11-05,"NYK","H",4,4,240,108,4,3,7,5,0,72,99,7
"2017-18",21700142,2017-11-05,"IND","A",5,4,240,101,4,4,19,7,0,84,99,7
"2017-18",21700143,2017-11-05,"MIN","H",6,3,240,112,5,3,23,4,0,97,110,7
"2017-18",21700143,2017-11-05,"CHA","A",5,4,240,94,5,5,6,5,0,79,90,7
"2017-18",21700144,2017-11-05,"POR","H",5,4,240,103,1,1,17,6,0,78,90,7
"2017-18",21700144,2017-11-05,"OKC","A",4,4,240,99,1,6,3,7,0,67,86,7
"2017-18",21700145,2017-11-05,"LAL","H",4,5,240,107,5,2,22,6,0,88,103,7
"2017-18",21700145,2017-11-05,"MEM","A",6,3,240,102,5,7,4,6,0,70,93,7
"2017-18",21700146,2017-11-06,"ATL","H",2,8,240,107,12,4,7,6,0,75,103,1
"2017-18",21700146,2017-11-06,"BOS","A",8,2,240,110,13,2,10,4,0,82,101,1
"2017-18",21700147,2017-11-06,"BKN","A",3,6,240,98,2,2,15,5,0,72,92,1
"2017-18",21700147,2017-11-06,"PHX","H",4,6,240,92,2,1,5,6,0,68,88,1
"2017-18",21700148,2017-11-06,"GSW","H",7,3,240,97,5,2,23,5,0,75,92,1
"2017-18",21700148,2017-11-06,"MIA","A",4,5,240,80,5,3,6,5,0,57,74,1
"2017-18",21700149,2017-11-07,"CLE","H",4,6,240,124,3,3,13,6,0,94,118,2
"2017-18",21700149,2017-11-07,"MIL","A",4,5,240,119,2,1,4,4,0,90,112,2
"2017-18",21700150,2017-11-07,"NOP","A",5,5,240,117,7,3,5,4,0,96,111,2
"2017-18",21700150,2017-11-07,"IND","H",5,5,240,112,7,2,14,7,0,94,107,2
"2017-18",21700151,2017-11-07,"DAL","A",1,10,240,113,0,0,17,5,0,90,106,2
"2017-18",21700151,2017-11-07,"WAS","H",5,4,240,99,0,0,0,5,0,76,96,2
"2017-18",21700152,2017-11-07,"NYK","H",5,4,240,118,3,4,5,7,0,83,111,2
"2017-18",21700152,2017-11-07,"CHA","A",5,5,240,113,2,0,15,7,0,94,111,2
"2017-18",21700153,2017-11-07,"CHI","A",2,6,240,114,1,5,1,7,0,81,105,2
"2017-18",21700153,2017-11-07,"TOR","H",5,4,240,119,1,0,23,5,0,98,113,2
"2017-18",21700154,2017-11-07,"LAC","A",5,4,240,107,6,7,3,5,0,76,101,2
"2017-18",21700154,2017-11-07,"SAS","H",6,4,240,120,6,4,20,5,0,92,117,2
"2017-18",21700155,2017-11-07,"DEN","H",5,5,240,112,1,3,25,4,0,93,110,2
"2017-18",21700155,2017-11-07,"BKN","A",4,6,240,104,0,0,3,6,0,73,96,2
"2017-18",21700156,2017-11-07,"PHI","A",5,4,240,104,2,1,18,6,0,80,96,2
"2017-18",21700156,2017-11-07,"UTA","H",5,5,240,97,1,2,2,6,0,71,86,2
"2017-18",21700157,2017-11-07,"POR","H",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700157,2017-11-07,"MEM","A",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2017-18",21700158,2017-11-07,"SAC","H",1,8,240,94,5,3,12,6,0,67,85,2
"2017-18",21700158,2017-11-07,"OKC","A",4,5,240,86,4,1,17,7,0,57,80,2
"2017-18",21700159,2017-11-08,"IND","A",5,6,240,97,3,3,11,6,0,75,92,3
"2017-18",21700159,2017-11-08,"DET","H",7,3,240,114,4,2,17,4,0,82,103,3
"2017-18",21700160,2017-11-08,"NYK","A",6,4,240,99,2,1,6,4,0,76,99,3
"2017-18",21700160,2017-11-08,"ORL","H",6,4,240,112,3,4,16,5,0,84,112,3
"2017-18",21700161,2017-11-08,"BOS","H",9,2,240,107,1,1,21,4,0,87,105,3
"2017-18",21700161,2017-11-08,"LAL","A",5,5,240,96,0,0,2,4,0,81,94,3
"2017-18",21700162,2017-11-08,"MIA","A",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700162,2017-11-08,"PHX","H",4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2017-18",21700163,2017-11-08,"GSW","H",8,3,240,125,4,2,26,4,0,95,119,3
"2017-18",21700163,2017-11-08,"MIN","A",7,3,240,101,4,4,6,6,0,76,97,3
"2017-18",21700164,2017-11-09,"LAL","A",5,6,240,95,2,3,3,5,0,77,92,4
"2017-18",21700164,2017-11-09,"WAS","H",5,5,240,111,2,0,21,3,0,91,108,4
"2017-18",21700165,2017-11-09,"NOP","A",6,5,240,118,11,8,4,7,0,92,109,4
"2017-18",21700165,2017-11-09,"TOR","H",6,4,240,122,11,3,10,6,0,92,114,4
"2017-18",21700166,2017-11-09,"CLE","A",5,6,240,113,3,5,6,6,0,93,109,4
"2017-18",21700166,2017-11-09,"HOU","H",8,3,240,117,3,2,18,4,0,100,112,4
"2017-18",21700167,2017-11-09,"PHI","A",6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700167,2017-11-09,"SAC","H",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2017-18",21700168,2017-11-09,"DEN","H",6,5,240,102,6,7,10,6,0,75,96,4
"2017-18",21700168,2017-11-09,"OKC","A",4,6,240,94,5,3,11,7,0,75,90,4
"2017-18",21700169,2017-11-10,"ATL","A",2,9,240,104,2,5,2,5,0,69,98,5
"2017-18",21700169,2017-11-10,"DET","H",8,3,240,111,2,3,19,6,0,76,98,5
"2017-18",21700170,2017-11-10,"BOS","H",10,2,240,90,1,0,5,6,0,64,84,5
"2017-18",21700170,2017-11-10,"CHA","A",5,6,240,87,0,0,18,6,0,76,81,5
"2017-18",21700171,2017-11-10,"CHI","H",2,7,240,87,0,0,0,5,0,61,81,5
"2017-18",21700171,2017-11-10,"IND","A",5,7,240,105,0,0,26,6,0,80,100,5
"2017-18",21700172,2017-11-10,"LAC","A",5,5,240,111,4,4,6,7,0,86,109,5
"2017-18",21700172,2017-11-10,"OKC","H",4,7,240,120,5,5,20,6,0,94,117,5
"2017-18",21700173,2017-11-10,"MIL","A",4,6,240,94,4,4,14,7,0,76,89,5
"2017-18",21700173,2017-11-10,"SAS","H",7,4,240,87,3,1,7,6,0,70,87,5
"2017-18",21700174,2017-11-10,"ORL","A",7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700174,2017-11-10,"PHX","H",4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017-18",21700175,2017-11-10,"MIA","A",5,6,240,84,5,5,10,5,0,57,76,5
"2017-18",21700175,2017-11-10,"UTA","H",5,6,240,74,4,5,12,7,0,57,74,5
"2017-18",21700176,2017-11-10,"BKN","A",4,7,240,101,8,6,10,6,0,77,96,5
"2017-18",21700176,2017-11-10,"POR","H",6,5,240,97,7,4,10,7,0,70,95,5
"2017-18",21700177,2017-11-11,"ATL","A",2,10,240,94,5,1,7,5,0,67,89,6
"2017-18",21700177,2017-11-11,"WAS","H",6,5,240,113,5,2,25,3,0,76,110,6
"2017-18",21700178,2017-11-11,"NOP","H",6,6,240,111,3,0,11,3,0,88,103,6
"2017-18",21700178,2017-11-11,"LAC","A",5,6,240,103,3,4,3,7,0,82,99,6
"2017-18",21700179,2017-11-11,"NYK","H",6,5,240,118,1,2,33,4,0,90,113,6
"2017-18",21700179,2017-11-11,"SAC","A",3,8,240,91,0,0,11,5,0,66,89,6
"2017-18",21700180,2017-11-11,"HOU","H",9,3,240,111,0,0,25,3,0,93,109,6
"2017-18",21700180,2017-11-11,"MEM","A",7,4,240,96,0,0,0,5,0,70,94,6
"2017-18",21700181,2017-11-11,"CLE","A",5,7,240,111,7,5,12,4,0,83,100,6
"2017-18",21700181,2017-11-11,"DAL","H",2,10,240,104,6,1,10,7,0,74,97,6
"2017-18",21700182,2017-11-11,"LAL","A",5,7,240,90,5,7,5,5,0,67,84,6
"2017-18",21700182,2017-11-11,"MIL","H",5,6,240,98,5,3,14,5,0,77,95,6
"2017-18",21700183,2017-11-11,"CHI","A",2,8,240,94,0,0,0,5,0,70,92,6
"2017-18",21700183,2017-11-11,"SAS","H",7,5,240,133,0,0,41,5,0,97,126,6
"2017-18",21700184,2017-11-11,"GSW","H",9,3,240,135,9,7,26,4,0,101,128,6
